,review_count,business_id,categories,Unnamed: 0,super_rating,name,latitude,longitude,address,postal_code,positive_aspect,negative_aspect
27968,14,soFyg4gZqg0YzrDCLk6Jxw,"Fast Food, Restaurants, Ice Cream & Frozen Yogurt, Food, Food Stands",2194,5.766121428571429,La Michoacan,36.1945904242,-86.6218810503,3923 Lebanon Pike,37076.0,"['ice cream', 'place', 'service', 'flavors', 'staff']","['paletas', 'shop', 'ice cream shop', 'ice cream flavors', 'fruit']"
27982,629,Sh5x88Ty9NGgMvLoIKxAiQ,"Bars, Nightlife, Restaurants, Music Venues, American (New), Arts & Entertainment, Event Planning & Services, Southern, Venues & Event Spaces",1164,4.069317665615142,Ole Red,36.1617128,-86.7763333,300 Broadway,37201.0,"['music', 'food', 'atmosphere', 'live music', 'place']","['management', 'meat', 'table', 'wait', 'tables']"
28616,36,2hzXcWn8bOpzGTI4BfnMYw,"Desserts, Cafes, Food, Coffee & Tea, Tea Rooms, Sandwiches, Restaurants, Ice Cream & Frozen Yogurt",149,4.575194594594595,Sweetwaters Coffee & Tea,36.0250570658,-86.7124551593,"6900 Lenox Village Dr, Ste 8",37211.0,"['staff', 'coffee', 'pastries', 'food', 'vibe']","['thai', 'recipe', 'drip coffee', 'espresso shot', 'placement']"
28653,39,7Diay8IQXxvUfSa9TwR34g,"Restaurants, Mediterranean, Middle Eastern",335,4.976005128205128,Erbil Kabob,36.0923548,-86.735086,3734 Nolensville Pike,37211.0,"['food', 'service', 'price', 'rice', 'soup']","['customer service', 'place', 'lentil', 'ambience', 'costumer service']"
28692,15,_rLAo3IiokiOV2WB_-DyWQ,"Hot Dogs, Burgers, Restaurants",1491,3.0416133333333333,The Pharmacy Burger,36.1601939,-86.779742,5055 Broadway Place,37203.0,"['burger', 'service', 'fries', 'meal', 'restaurant']","['water', 'management', 'staff', 'line', 'food']"
28707,29,4oh1vo3mQwhJ7lC3gtw73w,"Active Life, Bowling, Nightlife, Bars, Food Stands, Restaurants, Arts & Entertainment, Arcades, Amusement Parks",237,4.162203448275863,Strike & Spare Family Fun Center - Nashville,36.1704936,-86.6674368,"2710 Old Lebanon Rd, Ste 17",37214.0,"['place', 'bowling', 'time', 'location', 'staff']","['lighting', 'arcades', 'vending machines', 'front desk', 'balls']"
28736,6,lxCZPleW-CZ4_fJaNQMUCQ,"Vietnamese, Restaurants",1950,3.74485,Bamboo Bistro,36.1486927,-86.8037597,2201 West End Ave,37212.0,"['chef', 'lunch', 'pho', 'food', 'atmosphere']","['pho soup', 'price', 'sides', 'rice pudding', 'asian food']"
28742,52,Dp_yOU1VrnWDtntp2Kq1Kw,"Cocktail Bars, Salad, American (New), Bars, Sandwiches, Restaurants, Arts & Entertainment, Music Venues, Nightlife",597,5.206415094339623,Jane’s Hideaway,36.1645564,-86.778237,209 3rd Ave N,37201.0,"['food', 'service', 'drinks', 'live music', 'atmosphere']","['dinner', 'waiter', 'portion', 'staffers', 'portions']"
28795,29,RyIfYlK_Hoa4JeMOMFhZJQ,"Fast Food, Restaurants, Burgers",1140,2.962437931034483,White Castle,36.149865,-86.857576,5605 Charlotte Ave,37209.0,"['staff', 'food', 'sliders', 'chicken rings', 'cheeseburgers']","['onions', 'windows', 'employee', 'location', 'buns']"
28824,863,yE1raqkLX7OZsjmX3qKIKg,"Middle Eastern, American (New), Restaurants, Mediterranean, Southern",2437,4.799561861520998,Butcher & Bee,36.1758957,-86.7568201,902 Main St,37206.0,"['food', 'service', 'atmosphere', 'whipped feta', 'feta']","['plates', 'manager', 'fries', 'price', 'parking']"
29705,6,eBcOmqHyd0kSzZCg0z-HVA,"Mexican, Restaurants",1665,4.328716666666667,La San Marqueña Restaurant,36.0889224,-86.6074606,3618 Anderson Rd,37217.0,"['music', 'food', 'shrimp quesadilla', 'nachos', 'chips']","['music', 'food', 'shrimp quesadilla', 'nachos', 'chips']"
29711,306,EERwPZdemE21aIwYsadjTg,"Cafes, Vegan, Vegetarian, Restaurants, Specialty Food, Food, Pasta Shops, Italian",621,4.661830769230769,Mirko Pasta,36.1689571,-86.6851300108,2264 Lebanon Rd,37214.0,"['service', 'food', 'pasta', 'atmosphere', 'server']","['raviolis', 'waitresses', 'feed', 'wait', 'dressing']"
30023,24,f_u3Hao7u32i2ZdSzMcuUw,"Sandwiches, Delis, Restaurants, Food, Salad",1717,4.856288,Sliced Deli,36.1325641,-86.8583666,"103 White Bridge Pike, Ste 2",37209.0,"['service', 'food', 'sandwiches', 'potato salad', 'sandwich']","['beer', 'mayo lettuce', 'drink', 'sides', 'ham sandwich with']"
30048,16,AUzVAJpsqxCpUz7ktn8QWQ,"Breakfast & Brunch, Cafes, Restaurants, Sandwiches, American (Traditional), Italian, Pizza",470,4.51605,Cafe Coco,36.1519263,-86.8049491,210 Louise Ave,37203.0,"['food', 'coffee', 'service', 'place', 'seating']","['breakfast', 'menu', 'waiting', 'cappuccinos', 'barista']"
30064,8,rKRNzDQk1WsP30wVu1H0FQ,"Restaurants, Mexican",2140,4.5094625,Elotes Nayarit Y Taqueria,36.058351564,-86.7171652615,5111 Nolensville Pike,37211.0,"['pastor tacos', 'avocado salsa', 'salsa', 'red salsa', 'corn bowl']","['meat quality', 'prices', 'staff', 'tortillas', 'interior']"
30072,5,4xcsIgbYhG54418KkAVWow,"Cupcakes, Food Delivery Services, Restaurants, Gluten-Free, Bakeries, Desserts, Food",246,5.939439999999999,The Kind Cake,36.1390165,-86.7969244,,37212.0,"['cupcakes', 'chocolate cake with vanilla frosting', 'cake', 'gluten']","['cupcakes', 'chocolate cake with vanilla frosting', 'cake', 'gluten']"
30077,14,1-x-zB3aL-ZPskuDRr8Zfg,"Restaurants, Food, Vegetarian, Juice Bars & Smoothies, Vegan",73,4.602986666666666,Juice Bar - Hillsboro Village,36.1367141899,-86.8000418368,2005 Belcourt Ave,37212.0,"['service', 'juice bar', 'peppermint essential oils shot', 'ginger greens juice', 'menu']","['customer service', 'prices', 'spring rolls', 'ingredients', 'juice']"
30092,116,-ikBycdroyTLDBHR9aC3HA,"Thai, Restaurants",26,3.906332203389831,Sukho Thai,36.2211712,-86.6946066,2450 Music Valley Dr,37214.0,"['food', 'thai', 'portions', 'thai food', 'curry']","['staff', 'woman', 'lady', 'location', 'service']"
30210,580,kjhIbW8NKRvXmLDwz7lzhw,"Nightlife, Bars, Restaurants, Music Venues, American (New), American (Traditional), Arts & Entertainment",1907,3.91660152027027,Margaritaville - Nashville,36.16138,-86.777197,322 Broadway,37201.0,"['food', 'service', 'server', 'atmosphere', 'drinks']","['manager', 'bread', 'area', 'parking', 'management']"
30802,79,RxuTWAWF6gXribtmpb7Fqw,"Restaurants, Mexican",1139,3.1927164556962024,La Villa Mexican Grill & Seafood,36.0890873,-86.648568,2256 Murfreesboro Pike,37217.0,"['food', 'service', 'salsa', 'margaritas', 'staff']","['refried beans', 'nachos', 'cheese', 'chili relleno', 'price']"
30881,160,YeMouev-sLfAxykmcANNoQ,"Pizza, Restaurants, Sandwiches",1401,4.726344444444445,Bellagio Pizza & Subs,36.145647,-86.813791,114 29th Ave N B,37203.0,"['pizza', 'food', 'delivery', 'crust', 'service']","['cashier', 'wings pizza', 'mask', 'dessert', 'cheesecake']"
31043,27,EfJ-1C8PH9TpGTskFqUvhQ,"Whiskey Bars, Pubs, Bars, Restaurants, Mexican, Venues & Event Spaces, Nightlife, Event Planning & Services, Cocktail Bars",636,4.387355555555556,William Collier's,36.1639854,-86.7971491,1402 Clinton St,37203.0,"['bar', 'place', 'cocktails', 'staff', 'beers']","['drink', 'location', 'service', 'menu', 'bartender']"
31070,51,d6nR5JXQTx105DrEt_ZixQ,"Restaurants, Cajun/Creole",1623,5.332288235294118,J Gumbo's,36.1316071,-86.8581153,"99 White Bridge Rd, Ste 109",37205.0,"['food', 'drunken chicken', 'service', 'portions', 'owner']","['restroom', 'soda', 'seasoning', 'smoked sausage', 'base']"
31121,6,QuZedyMTfhVwAYONCvtCVg,"Delis, Restaurants, Fast Food, Sandwiches",1094,2.114383333333333,Subway,36.1510359323,-86.6670559591,450 Donelson Pike,37214.0,"['employees', 'service', 'food', 'menu', 'sandwiches']","['service', 'food', 'menu', 'sandwiches', 'toppings']"
31127,35,MYVWCT18urcDDPl7nJ5cFg,"Burgers, Fast Food, Food, Restaurants, Coffee & Tea",933,1.124351428571429,McDonald's,36.2084118426,-86.7773262365,2311 Brick Church Pike,37207.0,"['order', 'staff', 'mushroom and swiss burger', 'fries', 'chicken biscuit']","['management', 'mcdonalds', 'employees', 'food', 'service']"
31162,50,ymE6ka6y6J-z2y2rX8QH3Q,"Food, Food Delivery Services, Soup, Restaurants, Salad, Vegetarian, Sandwiches",2461,3.947347169811321,Capriotti's Sandwich Shop,36.152762,-86.7938496,105 17th Ave S,37203.0,"['sandwich', 'staff', 'service', 'sandwiches', 'food']","['wait', 'turkey sub', 'manager', 'meat', 'parking']"
31215,12,1Qy-lUPKqHxOV7eukTiaOw,"Restaurants, Barbeque",93,4.560533333333333,Central BBQ,36.1384882,-86.8009663,1601 21st Ave S,37212.0,"['place', 'food', 'pulled pork', 'serving sizes', 'bbq']","['staff', 'menu', 'sauce', 'mush', 'pulled pork sandwich']"
31227,9,tc-jxeGNjIo4DsYW0wj5Dw,"Chicken Wings, Sandwiches, Restaurants, Burgers",2233,3.22538,Fat Mo's,36.2063999,-86.7805269,310 W Trinity Ln,37207.0,"['homemade hamburger', 'veggie burger', 'catfish sandwich', 'portions', 'food']","['service dog', 'fries', 'onion', 'veteran', 'tray']"
31237,24,cMBBEj2kbAnndru5Xndg1g,"Pizza, Restaurants",1585,3.117364,Tuma Pizza,36.082555,-86.6477329,2391 Murfreesboro Pike,37217.0,"['pizza', 'food', 'delivery', 'service', 'bbq chicken pizza']","['calamari appetizer', 'dough', 'seafood sauce', 'management', 'prices']"
31262,31,mnb466bWdbXVz5Oa3XnFsA,"Nightlife, Restaurants, Beer Bar, Food, Bars, Breweries, Barbeque, Brewpubs",1984,5.778828125,Various Artists Brewing,36.1437292075,-86.7364399508,1011 Elm Hill Pike,37210.0,"['beer', 'food', 'staff', 'beers', 'spot']","['crowd', 'burger', 'brews', 'drink', 'area']"
31294,8,N0IleW0j5d_jYP0v2nVMXg,"Food, Local Flavor, Street Vendors, Restaurants, Burgers",952,3.8272125,The Hot Spot,36.2130528,-86.7265483,,37216.0,"['hot burger', 'price', 'menu', 'chicken melt', 'sandwich']","['price', 'menu', 'chicken melt', 'sandwich', 'bread']"
31302,61,ahcB5_-ZcrtHT1QqcA8Ipg,"Food, Restaurants, Acai Bowls, Fruits & Veggies, Specialty Food, Juice Bars & Smoothies, Vegetarian",1530,5.1115516129032255,Rush Bowls,36.1539262,-86.7869553,"1201 Demonbreun St, Ste 110",37203.0,"['bowl', 'granola', 'staff', 'parking', 'power bowl']","['price', 'fruit smoothie', 'açaí base', 'signage', 'location']"
31364,318,37BpNvlEAT6WVGsksrHbBQ,"Sushi Bars, Fish & Chips, American (Traditional), Nightlife, Bars, Seafood, Pubs, Restaurants",167,4.4737227544910185,Batter'd & Fried Boston Seafood House,36.17702,-86.750815,1008 A Woodland St,37206.0,"['sushi', 'food', 'service', 'staff', 'oysters']","['pickle chips', 'cocktail sauce', 'table', 'parking', 'kitchen']"
31698,15,rxA_8iDMDZk50p6gJNeXqQ,"Food Trucks, Laotian, Food, Asian Fusion, Restaurants, Street Vendors",2158,5.36125,Laovin It,36.1626638,-86.7816016,,37026.0,"['food', 'sauce', 'staff', 'thai tea', 'chicken']","['basil', 'dipping sauce', 'snack', 'papaya salad', 'basil rice']"
31714,14,z93XuM3i7kEPmdowLQMKBA,"Restaurants, Shopping, Food Court, Fashion, Shopping Centers",2468,5.20816,Fifth + Broadway,36.161454,-86.779526,501 Commerce St,37203.0,"['food court area', 'amaretto coffee', 'tiramisu', 'cannoli', 'julia']","['lunch', 'nutella', 'design', 'layout', 'security']"
31729,145,cvHY1RTAPSoH94ysP2_eyQ,"Health Markets, Restaurants, Grocery, Sandwiches, Food, Specialty Food",1611,4.756669078947368,The Turnip Truck Urban Fare,36.1527504801,-86.7854983061,321 12th Ave S,37203.0,"['food', 'staff', 'place', 'hot bar', 'juice bar']","['meat', 'meats', 'guy', 'register', 'onions']"
31881,51,CmaMxRtf0NJxOR5r0Pw_mQ,"Barbeque, Restaurants",557,4.960903921568628,B & C Market BBQ,36.1704183356,-86.7888226468,900 Rosa L Parks Blvd,37208.0,"['brisket', 'sauces', 'food', 'pork', 'sides']","['drink', 'menu', 'lady', 'indian food', 'line']"
31932,123,_owHO6DTYU-XVP8jAcgZFw,"Pizza, Sports Bars, Bars, Sandwiches, Nightlife, Restaurants, American (Traditional)",1489,4.397591603053436,Sam's Sports Bar and Grill,36.1363499,-86.8014482,1803 21st Ave S,37212.0,"['food', 'bar', 'place', 'staff', 'service']","['parking lot', 'employee', 'waited', 'serving beer', 'environment']"
32063,386,C1D2o1VV2TDjpkG3BsdseA,"Tex-Mex, Event Planning & Services, Caterers, Restaurants, Mexican",527,4.19157048346056,San Antonio Taco Co,36.1461402,-86.7993771,416 21st Ave S,37203.0,"['food', 'queso', 'service', 'atmosphere', 'tacos']","['inside place', 'counter help', 'drink options', 'waiting', 'pork taco']"
32456,16,pJv2Xu4yfFeUBiAGY95Feg,"Restaurants, Chinese, Food, Food Delivery Services",2067,1.4414,Wow Bao,36.163492,-86.796787,607 14th Ave N,37203.0,"['ginger chicken gyoza', 'ginger chicken dumplings', 'teriyaki chicken bao', 'spicy sausage and egg bao', 'prices']","['orange chicken bowl', 'service', 'cuisine', 'place', 'food']"
32474,183,xB3MxRBF6l8rd9xxJVnLhw,"Sandwiches, Chicken Shop, Restaurants, Food, Desserts",2403,5.234427322404372,Hattie B’s Hot Chicken - Lower Broadway,36.1603364688,-86.7794211178,"5069 Boadway Pl, Ste 103",37203.0,"['chicken', 'food', 'staff', 'wait', 'service']","['coke', 'workers', 'cooks', 'parking', 'line']"
32657,113,1165tVWCcxFvYoHT1-I2mw,"American (New), Steakhouses, Restaurants",75,4.484118584070797,Prime 108,36.1573654,-86.7847179,1001 Broadway,37203.0,"['service', 'food', 'meal', 'atmosphere', 'ambiance']","['chicken', 'fish entrees', 'sides', 'apps', 'kitchen']"
32770,34,YOkrUUey0K8Zy_FWp9gB9g,"Ice Cream & Frozen Yogurt, Restaurants, Sushi Bars, Japanese, Food",1393,3.8354294117647054,Asahi Japanese Sushi,36.103514,-86.868789,5133 Harding Pike,37205.0,"['sushi', 'staff', 'service', 'place', 'chef']","['soup', 'salad', 'rice', 'dinner', 'parking']"
32804,290,9A1ve-8MfJcUcOGQYCLlKA,"Korean, Sushi Bars, Restaurants, Thai",424,4.836614423076923,Umami,36.023833,-86.711589,"6900 Lenox Village Dr, Ste 28",37211.0,"['food', 'sushi', 'korean fried chicken', 'service', 'place']","['korean galbi', 'ke mao dish', 'salad', 'sweet potato waffle fries', 'wait']"
33116,89,nohJqY1rHip5gXrVGOMlIA,"Bars, Cocktail Bars, Italian, Restaurants, Wine Bars, Nightlife",2020,4.933531868131868,Yolan,36.1565655,-86.7747082041,403 4th Ave S,37201.0,"['service', 'food', 'menu', 'atmosphere', 'cocktails']","['decor', 'salad', 'quality', 'design', 'vibe']"
33207,70,Bt1kg3Whr5EG6nsp1oC4Pw,"Salad, American (New), Wraps, American (Traditional), Restaurants",519,5.039721428571429,Radish Kitchen,36.1514044,-86.8356821,"4101 Charlotte Ave, Ste 10 ,Bldg G",37209.0,"['food', 'spot', 'ingredients', 'place', 'lunch']","['rice', 'frozen', 'soda', 'kombucha', 'lettuce']"
33277,265,yFrOuce72KhvW0LpU5FY6A,"American (New), American (Traditional), Nightlife, Restaurants, Bars, Sandwiches, Cocktail Bars",2438,4.756239405204461,Earnest Bar & Hideaway,36.143036,-86.767485,"438 Houston St, Ste 160",37203.0,"['food', 'atmosphere', 'place', 'staff', 'drinks']","['shrimp', 'grits', 'front of house staff', 'cocktail', 'chef']"
33546,1222,ltBBYdNzkeKdCNPDAsxwAA,"Cocktail Bars, Nightlife, Gastropubs, Sports Bars, Restaurants, American (New), Lounges, Bars",1945,4.654772493985566,Tavern,36.1508999,-86.7970117,1904 Broadway,37203.0,"['food', 'service', 'atmosphere', 'drinks', 'burger']","['waitstaff', 'waits', 'bun', 'belgian fries', 'wait']"
34793,46,999BA3SLLoev5YU_dMpvnA,"Restaurants, Pizza",423,4.4960760869565215,Slim & Husky's Pizza Beeria,36.1604016,-86.7797053,5056 Broadway Pl,37203.0,"['pizza', 'atmosphere', 'spot', 'flavors', 'toppings']","['employees', 'priced', 'line', 'man', 'meat']"
34839,341,nYuwfmjaYdeJgZU_Q_ugaA,"Vegetarian, Restaurants, Thai",2012,5.390626436781609,Bangkokville Thai Cuisine,36.0684532,-86.7179603,395 Haywood Ln,37211.0,"['food', 'service', 'thai food', 'staff', 'place']","['building', 'garlic pepper w / beef', 'dumplings', 'oil', 'spice levels']"
35187,39,54uh_sLGSRv_XgCz7jkH-g,"Southern, Comfort Food, Restaurants, Soul Food",252,4.928862499999999,Doll's Family Cafe,36.19521,-86.743444,"2501 Gallatin Ave, Ste C",37206.0,"['food', 'portions', 'chicken', 'place', 'cheese']","['counter', 'heat', 'table', 'ambiance', 'roach']"
35227,21,9u2jPq16W7yf_4mQiAhSyQ,"American (Traditional), Chicken Wings, Restaurants, Fast Food, Cajun/Creole",449,1.7924809523809524,Popeyes Louisiana Kitchen,36.083439,-86.728004,4023 Nolensville Pike,37211.0,"['food', 'location', 'rice', 'place', 'staff']","['biscuit', 'green beans', 'store', 'grub', 'lady']"
35248,32,OSV4mS8wLuRAu5d1nkmaQA,"Tacos, Mexican, Restaurants, Coffee & Tea, Food",1011,5.49343125,Kettner Coffee Supply,36.183912,-86.749851,"1035 W Eastland Ave, Ste 1045",37206.0,"['coffee', 'latte', 'staff', 'service', 'place']","['treats', 'brunch', 'food', 'milk', 'ham']"
35280,46,eWzMF5AFIAiyixTWor9uOw,"Event Planning & Services, Restaurants, Nightlife, Venues & Event Spaces, American (New), Arts & Entertainment, Bars, American (Traditional), Music Venues, Lounges",1676,4.082789583333334,12th & Porter,36.1573773,-86.7879844,114 12th Ave N,37203.0,"['place', 'venue', 'staff', 'music', 'food']","['bathrooms', 'bartenders', 'waiting', 'acoustics', 'security']"
35328,101,ZWRgvtyHRobwpi4G-Z4STQ,"Food, Salad, Food Delivery Services, Sandwiches, Pizza, Restaurants, Italian, Chicken Wings",1434,4.011991262135922,Castrillo's Pizza of Inglewood,36.2046683,-86.7236685,"1404 McGavock Pike, Ste 1404A",37216.0,"['pizza', 'delivery', 'food', 'prices', 'place']","['carry', 'slices', 'sink pizza', 'personal', 'delivering']"
35431,147,uTq9qVkOuxjBPjqC7K0XYA,"Custom Cakes, Gluten-Free, Coffee & Tea, Venues & Event Spaces, Food, Desserts, Event Planning & Services, Bakeries, Cafes, Restaurants",2266,4.817753594771242,Crumb de la Crumb,36.0766235147,-86.9214415865,160 Belle Forest Cir,37221.0,"['food', 'place', 'service', 'atmosphere', 'lunch']","['carpet', 'eating area', 'avocado', 'lettuce salads', 'hostess']"
35584,9,pJKWaB_B0maoMD0N4hqeaA,"Southern, Restaurants, Soul Food, Caribbean",2066,5.113611111111111,Fame-Us Caribbean Soul Food Cafe,36.167718,-86.8216944,2611 John A Merritt Blvd,37209.0,"['place', 'flavor', 'food', 'jerk chicken', 'cornbread']","['rice', 'sweet potatoes', 'people', 'portions', 'price']"
35593,13,3yqN_naC1GZ-61Vldg369g,"Restaurants, Hawaiian, Poke, Food",197,4.730623076923077,Poke Nash,36.1601939,-86.7797435411,"5055 Broadway Place, Fl  2nd, Assembly Food Hall",37203.0,"['place', 'staff', 'fries', 'hawaiian fries', 'poke']","['rice', 'toppings', 'ingredients', 'tuna', 'bowl']"
35606,20,CNW9zFn1nwVDOMvpEK1tbQ,"Restaurants, Salad, Greek, Mediterranean",544,2.59974,Pyramids Café,36.1301105,-86.6697062,1 Terminal Dr,37214.0,"['service', 'coffee', 'food', 'lamb wrap', 'menu price']","['menu board', 'drink', 'sausage', 'biscuit', 'egg']"
35626,166,tvbFcYCEQWc76CUK-nBw8w,"Korean, Soup, Restaurants, Noodles",2246,3.9509611428571434,Seoul Garden,36.075699,-86.727749,"4928 Edmondson Pike, Ste 101",37211.0,"['food', 'service', 'korean food', 'place', 'bbq']","['costumer service', 'cucumber salad', 'bean sprouts', 'kimchi', 'waitress']"
35801,5,KFGf7-2Q2fzdp5ysdl0qXg,"Burgers, Nightlife, Hot Dogs, Beer Bar, Restaurants, Bars",861,2.51776,The Pharmacy Wurst,36.1601939,-86.779742,5055 Broadway Place,37203.0,"['corn dogs', 'guy', 'batter', 'food']","['corn dogs', 'guy', 'batter', 'food']"
35806,74,XFWuEv2FMcO5Ifco0tq6Ew,"Venues & Event Spaces, Party & Event Planning, Party Supplies, Breakfast & Brunch, Restaurants, Southern, Event Planning & Services",1337,4.753501333333333,The Harding House,36.1049162,-86.8646954,5025 Harding Pike,37205.0,"['food', 'service', 'biscuits', 'brunch', 'corned beef potatoes']","['fries', 'grilled cheese', 'corn beef hash', 'hours', 'side of bacon']"
35881,452,Gi4ex2Tq7ggRlpN0S7k5Xg,"Restaurants, Desserts, Ice Cream & Frozen Yogurt, Food",724,5.485148358862144,Jeni's Splendid Ice Creams,36.1267718312,-86.7889895266,2312 12th Ave S,37204.0,"['ice cream', 'flavors', 'staff', 'service', 'ice']","['fudge', 'girl', 'waffle bowls', 'lines', 'line']"
36338,52,sIXYKC1FBcknBMHGIu-Hcw,"Caterers, Restaurants, Sandwiches, Event Planning & Services",2171,5.152244230769231,Sub Depot,36.1479853,-86.6676653,528 Donelson Pike,37214.0,"['sandwiches', 'food', 'service', 'subs', 'bread']","['flavors', 'sandwich', 'sub', 'meal', 'cashier']"
36390,189,5QsipB9-N4RMj94c-CvwUw,"American (New), Sandwiches, Cocktail Bars, Bars, Burgers, French, Nightlife, Restaurants",263,3.910674489795919,Blvd Nashville,36.1317499814,-86.795669564,2013 Belmont Blvd,37212.0,"['food', 'staff', 'atmosphere', 'vibe', 'brussels sprouts']","['female server', 'lunch menu', 'chicken tenders', 'fish and chips', 'menu']"
36586,73,ProvWPskpyrPOryqVT64Gg,"Caterers, Restaurants, Event Planning & Services, Greek, Mediterranean",1055,5.252501333333333,Greek Cafe Grill,36.075781,-86.919476,7038 Hwy 70 S,37221.0,"['food', 'staff', 'gyros', 'place', 'service']","['food poisoning', 'chef', 'parsley salad', 'flavors', 'tzatziki']"
36661,52,WwxsLX2Z-SUwiTUs8rsOKg,"Restaurants, Nightlife, Sandwiches, Bars, Cocktail Bars, Breakfast & Brunch, Pizza",1329,4.550924528301887,Walden,36.2031243,-86.7391425,2909B Gallatin Pike,37216.0,"['place', 'atmosphere', 'cocktails', 'grilled cheese', 'bar']","['employees', 'special cocktails', 'owners', 'tap cocktails', 'bar stools']"
36714,8,_WApK8fcto87CcaU7WbiUw,"Restaurants, Burgers, Hot Dogs, Fast Food",1475,1.929025,Burger King,36.1433819681,-86.7448275536,454 Murfreesboro Rd,37210.0,"['breakfast', 'bathroom', 'paper', 'food', 'orange juice']","['bathroom', 'paper', 'food', 'orange juice', 'employees']"
36722,101,r63rFmywD8j_XdXibn4-Bg,"Restaurants, Mexican",2129,4.430070754716981,El Sombrero,36.0268199326,-86.7131913622,6017 Nolensville Pike,37211.0,"['food', 'service', 'staff', 'place', 'mexican food']","['taco fillings', 'sides', 'server', 'employee', 'chicken']"
36828,211,hqqBYeQQ_c2FMvgGKrr59A,"American (Traditional), Restaurants",1801,3.732852112676056,Cock of the Walk,36.2345628,-86.7063818,2624 Music Valley Dr,37214.0,"['service', 'catfish', 'atmosphere', 'chicken', 'food']","['table', 'customer service', 'floors', 'tables', 'menu']"
37041,15,8crJAfMgFRYwglnPquLZQA,"Cuban, Restaurants, Food, Food Trucks",397,5.567826666666667,Jojo's Cuban Cuisine,36.1592159998,-86.6644611955,229 Donelson Pike,37214.0,"['cuban sandwich', 'owners', 'food', 'cuban coffee', 'cuban']","['comida', 'hamburger', 'dinner', 'croquettes', 'pork']"
37056,900,Ns8vJxhsc5ygiX7Vff1bDQ,"Restaurants, Nightlife, Arts & Entertainment, Barbeque, Bars, Music Venues, American (Traditional)",991,3.714224449339208,Rippy's Bar & Grill,36.1603569286,-86.7781391237,429 Broadway,37203.0,"['food', 'music', 'atmosphere', 'live music', 'service']","['bar service', 'hostess', 'security guard', 'manager', 'coleslaw']"
37964,469,IhrTLL6az3q192ik4P05IQ,"Tapas/Small Plates, Nightlife, Bars, Food Delivery Services, American (New), Southern, Restaurants, Tapas Bars, Food, Cooking Classes, Arts & Crafts, American (Traditional), Event Planning & Services, Wine Bars, Caterers, Shopping",796,5.394743333333333,The Chef and I,36.1510712,-86.7808457,611 9th Ave S,37203.0,"['food', 'service', 'staff', 'chef', 'menu']","['parking situation', 'chocolate crème brûlée', 'pans', 'seating', 'host']"
38444,6,ydfYGGjIZ-WaXC5Z0kzOXg,"Sandwiches, Restaurants, Fast Food",2458,3.365083333333333,Subway,36.1125791,-86.7651404,718 Thompson Ln,37204.0,['sandwich'],['sandwich']
38450,120,nsnehrg4TxUbO-6XrcZNFA,"Japanese, Teppanyaki, Restaurants, Sushi Bars",2022,4.32303,RocknRoll Sushi,36.1382210313,-86.8005082011,1610 21st Ave S,37212.0,"['sushi', 'food', 'service', 'staff', 'atmosphere']","['crumbs', 'salmon', 'miso soup', 'lunch specials', 'rice']"
38570,119,_yQknBb12RLQA1FhZsJPSA,"Bakeries, Restaurants, Food, Gluten-Free, Breakfast & Brunch, Southern",1498,4.324534399999999,AMOT Eatery- A Matter of Taste,36.1739359,-86.750126,1100 Fatherland St,37206.0,"['place', 'food', 'atmosphere', 'decor', 'staff']","['dining', 'chips', 'baked goods', 'waiting', 'steak']"
38695,8,1-ZiA9x4Mhpt5qHMPs5vxw,"Pizza, Italian, Restaurants",72,0.4327222222222222,Little Caesars,36.0469511501,-86.7150855138,5761 Nolensville Pike,37211.0,"['pizza', 'pizzas', 'register', 'management', 'service']","['manager', 'customer service', 'caesars', 'employees', 'sauce']"
38704,10,Awgu2qjOq17hIcHMMdYxCg,"Pizza, Restaurants, Italian",487,2.6437,Steak Plus Pizza,36.164113,-86.7793887,217 4th Ave N,37219.0,"['price', 'pizza', 'food', 'sirloin steak', 'delivered']","['sandwich', 'wait', 'pizza delivery', 'wings', 'cheese sticks']"
38714,25,vLzNvHifIWgPCqDqv98C2Q,"Barbeque, Restaurants, Nightlife, Whiskey Bars, Bars, Cocktail Bars",2304,3.0201703703703706,Corky’s Ribs & BBQ,36.1444591,-86.87322,6400 Charlotte Pike,37209.0,"['food', 'service', 'manager', 'salad', 'catfish nuggets']","['pulled pork', 'green beans', 'customer service', 'waitress', 'restraunt']"
38741,7,a7XBfJd0aEo-UpPXetH2JA,"Food Stands, Food Trucks, Restaurants, Mexican, Tacos, Food",1508,5.635828571428571,Taqueria El Gym,36.1110416835,-86.742458376,234 Thompson Ln,37211.0,"['tacos', 'prices', 'birria tacos', 'pizzas', 'ramen']","['birria tacos', 'pizzas', 'ramen', 'fries', 'quesadilla']"
38748,9,1fuOT8Q1c4jZ1ywNAGPq5w,"Restaurants, Fruits & Veggies, Meat Shops, Specialty Food, Grocery, Food, Steakhouses",105,4.479211111111111,Bill Martin's Food Store,36.1744127,-86.7497694,1105 Fatherland St,37206.0,"['staff', 'deli', 'store', 'parking', 'livsmedelsaffär']","['parking', 'livsmedelsaffär', 'sortiment', 'produce', 'juices']"
